logged_in,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,service_domain_u,service_http,service_private,flag_S0,flag_SF,label,label_binary,label_multiclass,attack_category
1.0,0.019569471,0.0,0.04,0.0,0.0,1.0,0.57254905,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.4266145,1.0,1.0,0.0,0.0,0.02,1.0,0.02745098,0.03,0.06,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,1.0,0.08,0.0,0.9,1.0,0.0,1.0,0.003921569,0.0,1.0,0.14,0.0,0.83,1.0,0.0,0.0,1.0,0.0,0.0,satan,1,satan,Probe
1.0,0.0058708414,0.0,0.0,0.0,0.0,1.0,0.011764706,0.8156863,1.0,0.0,0.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.01369863,0.0,0.0,0.0,0.0,1.0,1.0,0.99607843,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0704501,0.0,0.0,0.0,0.0,1.0,1.0,0.53333336,0.53,0.47,0.09,0.0,0.38,0.0,0.0,0.0,1.0,0.0,1.0,teardrop,1,teardrop,DoS
0.0,0.0039138943,0.0,0.0,0.0,0.0,1.0,0.2784314,0.16078432,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.99215686,0.4862745,0.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.30332682,0.0,0.0,0.0,0.0,0.87,1.0,0.6745098,0.67,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,satan,1,satan,Probe
0.0,0.45596868,0.0,0.0,0.0,0.0,1.0,1.0,0.99215686,0.99,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.052837573,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.043052837,0.0,0.0,0.0,0.0,1.0,0.4745098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.7729941,0.09,0.0,0.91,1.0,0.0,1.0,0.003921569,0.0,1.0,0.11,0.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,satan,1,satan,Probe
0.0,0.15068494,0.0,0.0,1.0,1.0,0.16,1.0,0.047058824,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,neptune,1,neptune,DoS
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.08627451,0.03529412,0.27,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.007827789,0.0,0.0,0.0,0.0,0.25,0.4627451,0.44705883,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,normal,0,normal,Normal
0.0,0.34050882,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.009784736,0.0,0.0,0.0,0.0,1.0,0.12156863,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.41682974,1.0,1.0,0.0,0.0,0.03,0.2901961,0.02745098,0.09,0.14,0.81,1.0,0.01,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0039138943,0.0,0.0,0.0,0.0,1.0,0.42745098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.26810175,1.0,1.0,0.0,0.0,0.14,1.0,0.039215688,0.04,0.06,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.44618395,1.0,1.0,0.0,0.0,0.01,1.0,0.011764706,0.01,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.01369863,0.0,0.0,0.0,0.0,0.14,0.41960785,0.27058825,0.64,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,normal,0,normal,Normal
0.0,0.49119374,0.0,0.0,1.0,1.0,0.01,1.0,0.011764706,0.01,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.69411767,0.5176471,0.41,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.26418787,0.0,0.0,1.0,1.0,0.06,1.0,0.011764706,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,neptune,1,neptune,DoS
1.0,0.0039138943,0.0,0.0,0.0,0.0,1.0,0.39607844,0.18431373,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.007827789,0.0,0.0,0.0,0.0,1.0,1.0,0.98039216,0.98,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.056751467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.04696673,1.0,1.0,0.0,0.0,0.29,1.0,0.24705882,0.25,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.2627451,0.5803922,0.49,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.003921569,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.019607844,0.29411766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.015655577,0.12,0.12,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.01,0.01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.5420744,0.0,0.0,1.0,1.0,0.05,1.0,0.05882353,0.06,0.07,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,neptune,1,neptune,DoS
1.0,0.029354207,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.54990214,1.0,1.0,0.0,0.0,0.04,1.0,0.043137256,0.04,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.23483366,0.0,0.0,0.0,0.0,1.0,1.0,0.9019608,0.9,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.24657534,1.0,1.0,0.0,0.0,0.03,1.0,0.011764706,0.01,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.007827789,0.0,0.0,0.0,0.0,1.0,0.015686275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.007827789,0.0,0.0,0.0,0.0,1.0,0.015686275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,1.0,0.33,0.0,0.0,1.0,0.019607844,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,normal,0,normal,Normal
0.0,0.54990214,1.0,1.0,0.0,0.0,0.04,1.0,0.043137256,0.04,0.09,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.017612524,0.0,0.0,0.0,0.0,1.0,0.15294118,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.02739726,0.0,0.0,0.0,0.0,1.0,0.29411766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.33072406,0.0,0.0,0.0,0.0,1.0,0.6627451,0.6627451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.2778865,1.0,1.0,0.0,0.0,0.08,1.0,0.023529412,0.02,0.06,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.40313113,1.0,1.0,0.0,0.0,0.01,1.0,0.011764706,0.01,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.43052837,1.0,1.0,0.0,0.0,0.03,1.0,0.019607844,0.02,0.08,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.15655577,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.5803922,0.48235294,0.59,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.003921569,0.30980393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.13725491,0.32156864,0.29,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.555773,1.0,1.0,0.0,0.0,0.05,1.0,0.050980393,0.05,0.08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.0665362,0.0,0.0,1.0,1.0,0.03,0.8,0.21176471,0.26,0.1,0.01,0.04,0.41,0.93,0.0,0.0,0.0,0.0,0.0,portsweep,1,portsweep,Probe
1.0,0.01369863,0.0,0.0,0.0,0.0,1.0,0.050980393,0.050980393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.04109589,0.0,0.0,0.0,0.0,1.0,1.0,0.4392157,0.44,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.3483366,0.0,0.0,1.0,1.0,0.03,1.0,0.023529412,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,neptune,1,neptune,DoS
1.0,0.0332681,0.06,0.1,0.0,0.0,0.47,0.16078432,0.32941177,0.34,0.32,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,normal,Normal
1.0,0.019569471,0.0,0.0,0.0,0.0,1.0,0.13333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.015655577,0.0,0.0,0.0,0.0,1.0,0.03137255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.15264188,1.0,1.0,0.0,0.0,0.24,0.61960787,0.15686275,0.25,0.03,1.0,0.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.90606654,0.0,0.0,0.0,0.0,1.0,0.16862746,0.16862746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,smurf,1,smurf,DoS
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.007843138,0.01,0.08,0.61,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,pod,1,pod,DoS
1.0,0.007827789,0.0,0.0,0.0,0.0,1.0,0.2901961,0.98039216,1.0,0.0,0.0,0.0,0.18,0.34,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.021526419,0.0,0.0,0.0,0.0,1.0,0.7490196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.54990214,0.0,0.0,1.0,1.0,0.04,1.0,0.043137256,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,neptune,1,neptune,DoS
1.0,0.0058708414,0.0,0.0,0.0,0.0,1.0,0.9490196,1.0,1.0,0.0,0.0,0.0,0.01,0.01,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.9254902,0.93,0.01,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.64705884,0.5137255,0.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0058708414,0.0,0.0,0.0,0.0,1.0,0.5137255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.5362035,1.0,1.0,0.0,0.0,0.05,1.0,0.003921569,0.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.44705883,0.9372549,0.95,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.19373778,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,smurf,1,smurf,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.105882354,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.058708414,1.0,1.0,0.0,0.0,0.13,1.0,0.2509804,0.25,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.25244617,0.0,0.0,1.0,1.0,0.12,0.8,0.05882353,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,neptune,1,neptune,DoS
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.011764706,0.011764706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nmap,1,nmap,Probe
0.0,0.5303327,1.0,1.0,0.0,0.0,0.05,0.5137255,0.050980393,0.1,0.08,0.98,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.47058824,0.12941177,0.28,0.04,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0058708414,0.0,0.0,0.0,0.0,1.0,0.43137255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.21960784,0.22,0.06,0.52,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.57254905,0.8,0.84,0.01,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.5264188,1.0,1.0,0.0,0.0,0.01,1.0,0.007843138,0.01,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.05479452,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.021526419,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.009784736,0.0,0.0,0.0,0.0,1.0,0.15686275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.23483366,1.0,1.0,0.0,0.0,0.08,1.0,0.039215688,0.04,0.04,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.25244617,1.0,1.0,0.0,0.0,0.12,1.0,0.007843138,0.01,0.06,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.32876712,1.0,1.0,0.0,0.0,0.11,1.0,0.07058824,0.07,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.13725491,0.03529412,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.8901961,0.20392157,0.23,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.5420744,1.0,1.0,0.0,0.0,0.09,1.0,0.09411765,0.09,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.029354207,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.40900195,0.0,0.0,1.0,1.0,0.01,1.0,0.011764706,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,neptune,1,neptune,DoS
0.0,0.2739726,1.0,1.0,0.0,0.0,0.09,1.0,0.023529412,0.02,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.69411767,0.69,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,smurf,1,smurf,DoS
1.0,0.009784736,0.0,0.0,0.0,0.0,1.0,0.24313726,1.0,1.0,0.0,0.0,0.0,0.02,0.01,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.04892368,0.0,0.0,0.0,0.0,0.48,1.0,0.047058824,0.05,0.82,0.16,0.0,0.65,0.0,0.0,0.0,1.0,0.0,1.0,satan,1,satan,Probe
0.0,0.4481409,1.0,1.0,0.0,0.0,0.1,1.0,0.09019608,0.09,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.0019569471,0.0,0.0,1.0,1.0,1.0,0.011764706,0.25882354,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,normal,0,normal,Normal
0.0,0.39334637,1.0,1.0,0.0,0.0,0.0,1.0,0.043137256,0.04,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.04109589,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.029354207,0.0,0.0,0.0,0.0,1.0,0.07058824,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.45401174,1.0,1.0,0.0,0.0,0.05,1.0,0.078431375,0.08,0.06,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.009784736,0.0,0.0,0.0,0.0,1.0,1.0,0.9529412,0.95,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.5088063,1.0,1.0,0.0,0.0,0.04,1.0,0.039215688,0.04,0.09,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.46379647,1.0,0.95,0.0,0.0,0.08,1.0,0.007843138,0.01,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.0019569471,0.0,0.0,1.0,1.0,1.0,0.08627451,0.36862746,1.0,0.0,0.0,0.01,1.0,0.99,0.0,1.0,0.0,0.0,0.0,normal,0,normal,Normal
0.0,0.22309197,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0039138943,0.0,0.0,0.0,0.0,1.0,0.050980393,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.017612524,0.0,0.0,0.0,0.0,1.0,0.03529412,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.02739726,0.0,0.0,0.0,0.0,1.0,0.94509804,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0332681,0.06,0.0,0.0,0.0,0.06,1.0,0.003921569,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.39334637,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0058708414,0.33,0.33,0.0,0.0,1.0,0.6392157,1.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.01369863,0.0,0.0,0.0,0.0,1.0,0.68235296,1.0,1.0,0.0,0.01,0.01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.49315068,0.0,0.0,1.0,1.0,0.02,1.0,0.019607844,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,neptune,1,neptune,DoS
0.0,0.0019569471,0.0,0.0,1.0,1.0,1.0,0.12941177,0.007843138,0.03,1.0,0.0,0.0,0.94,1.0,0.0,0.0,1.0,0.0,0.0,ipsweep,1,ipsweep,Probe
0.0,0.2485323,1.0,1.0,0.0,0.0,0.03,1.0,0.015686275,0.02,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.015655577,0.0,0.0,0.0,0.0,1.0,0.09411765,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.015686275,0.02,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0019569471,0.0,0.0,1.0,1.0,1.0,0.003921569,0.81960785,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,normal,0,normal,Normal
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8117647,0.81,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,smurf,1,smurf,DoS
0.0,0.555773,1.0,1.0,0.0,0.0,0.05,1.0,0.050980393,0.05,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.003921569,0.4745098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ipsweep,1,ipsweep,Probe
0.0,0.24266145,1.0,1.0,0.0,0.0,0.09,1.0,0.043137256,0.04,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.2074364,1.0,1.0,0.0,0.0,0.14,1.0,0.05490196,0.05,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.2901961,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,0.05490196,0.023529412,0.43,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.42857143,1.0,1.0,0.0,0.0,0.0,1.0,0.003921569,0.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
0.0,0.0058708414,0.0,0.0,0.0,0.0,0.33,1.0,0.011764706,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
1.0,0.011741683,0.0,0.0,0.0,0.0,1.0,0.26666668,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.0039138943,0.0,0.0,1.0,1.0,1.0,1.0,0.007843138,0.01,0.63,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,portsweep,1,portsweep,Probe
0.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,0.003921569,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.2739726,1.0,1.0,0.0,0.0,0.12,1.0,0.06666667,0.07,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.029354207,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
0.0,0.03522505,0.0,0.0,0.0,0.0,0.06,1.0,0.003921569,0.0,0.08,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,1.0,satan,1,satan,Probe
0.0,0.37573385,1.0,1.0,0.0,0.0,0.07,1.0,0.050980393,0.05,0.07,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,neptune,1,neptune,DoS
1.0,0.0019569471,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,normal,0,normal,Normal
